id,nPosture,idDOF,sDOF,idDOF_MJC,sDescShort,nDOF,nMA,nSD,cModelPosition,sReference
20,2,8,ra_wr_s_p,5,Wrist Pro/Sup,-60,-2.97,0,0 0 0 45 NaN 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Bremer A K et al. 2006. Moment arms of forearm rotators. Clinical Biomechanics.
21,2,8,ra_wr_s_p,5,Wrist Pro/Sup,-50,-3.92,0,0 0 0 45 NaN 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Bremer A K et al. 2006. Moment arms of forearm rotators. Clinical Biomechanics.
22,2,8,ra_wr_s_p,5,Wrist Pro/Sup,-40,-4.63,0,0 0 0 45 NaN 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Bremer A K et al. 2006. Moment arms of forearm rotators. Clinical Biomechanics.
23,2,8,ra_wr_s_p,5,Wrist Pro/Sup,-30,-5.3,0,0 0 0 45 NaN 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Bremer A K et al. 2006. Moment arms of forearm rotators. Clinical Biomechanics.
24,2,8,ra_wr_s_p,5,Wrist Pro/Sup,-20,-5.71,0,0 0 0 45 NaN 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Bremer A K et al. 2006. Moment arms of forearm rotators. Clinical Biomechanics.
25,2,8,ra_wr_s_p,5,Wrist Pro/Sup,-10,-6.17,0,0 0 0 45 NaN 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Bremer A K et al. 2006. Moment arms of forearm rotators. Clinical Biomechanics.
26,2,8,ra_wr_s_p,5,Wrist Pro/Sup,0,-6.53,0,0 0 0 45 NaN 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Bremer A K et al. 2006. Moment arms of forearm rotators. Clinical Biomechanics.
27,2,8,ra_wr_s_p,5,Wrist Pro/Sup,10,-6.79,0,0 0 0 45 NaN 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Bremer A K et al. 2006. Moment arms of forearm rotators. Clinical Biomechanics.
28,2,8,ra_wr_s_p,5,Wrist Pro/Sup,20,-6.98,0,0 0 0 45 NaN 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Bremer A K et al. 2006. Moment arms of forearm rotators. Clinical Biomechanics.
29,2,8,ra_wr_s_p,5,Wrist Pro/Sup,30,-7.03,0,0 0 0 45 NaN 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Bremer A K et al. 2006. Moment arms of forearm rotators. Clinical Biomechanics.
30,2,8,ra_wr_s_p,5,Wrist Pro/Sup,40,-6.99,0,0 0 0 45 NaN 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Bremer A K et al. 2006. Moment arms of forearm rotators. Clinical Biomechanics.
31,2,8,ra_wr_s_p,5,Wrist Pro/Sup,50,-6.79,0,0 0 0 45 NaN 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Bremer A K et al. 2006. Moment arms of forearm rotators. Clinical Biomechanics.
32,2,8,ra_wr_s_p,5,Wrist Pro/Sup,60,-6.44,0,0 0 0 45 NaN 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Bremer A K et al. 2006. Moment arms of forearm rotators. Clinical Biomechanics.
33,2,8,ra_wr_s_p,5,Wrist Pro/Sup,70,-5.69,0,0 0 0 45 NaN 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Bremer A K et al. 2006. Moment arms of forearm rotators. Clinical Biomechanics.
34,2,8,ra_wr_s_p,5,Wrist Pro/Sup,80,-4.91,0,0 0 0 45 NaN 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Bremer A K et al. 2006. Moment arms of forearm rotators. Clinical Biomechanics.
35,3,8,ra_wr_s_p,5,Wrist Pro/Sup,-80,-0.08,0,0 0 0 0 NaN 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Bremer A K et al. 2006. Moment arms of forearm rotators. Clinical Biomechanics.
36,3,8,ra_wr_s_p,5,Wrist Pro/Sup,-70,-0.01,0,0 0 0 0 NaN 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Bremer A K et al. 2006. Moment arms of forearm rotators. Clinical Biomechanics.
37,3,8,ra_wr_s_p,5,Wrist Pro/Sup,-60,-0.04,0,0 0 0 0 NaN 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Bremer A K et al. 2006. Moment arms of forearm rotators. Clinical Biomechanics.
38,3,8,ra_wr_s_p,5,Wrist Pro/Sup,-50,-0.32,0,0 0 0 0 NaN 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Bremer A K et al. 2006. Moment arms of forearm rotators. Clinical Biomechanics.
39,3,8,ra_wr_s_p,5,Wrist Pro/Sup,-40,-0.71,0,0 0 0 0 NaN 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Bremer A K et al. 2006. Moment arms of forearm rotators. Clinical Biomechanics.
40,3,8,ra_wr_s_p,5,Wrist Pro/Sup,-30,-1.27,0,0 0 0 0 NaN 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Bremer A K et al. 2006. Moment arms of forearm rotators. Clinical Biomechanics.
41,3,8,ra_wr_s_p,5,Wrist Pro/Sup,-20,-1.81,0,0 0 0 0 NaN 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Bremer A K et al. 2006. Moment arms of forearm rotators. Clinical Biomechanics.
42,3,8,ra_wr_s_p,5,Wrist Pro/Sup,-10,-2.55,0,0 0 0 0 NaN 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Bremer A K et al. 2006. Moment arms of forearm rotators. Clinical Biomechanics.
43,3,8,ra_wr_s_p,5,Wrist Pro/Sup,0,-3.19,0,0 0 0 0 NaN 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Bremer A K et al. 2006. Moment arms of forearm rotators. Clinical Biomechanics.
44,3,8,ra_wr_s_p,5,Wrist Pro/Sup,10,-3.88,0,0 0 0 0 NaN 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Bremer A K et al. 2006. Moment arms of forearm rotators. Clinical Biomechanics.
45,3,8,ra_wr_s_p,5,Wrist Pro/Sup,20,-4.39,0,0 0 0 0 NaN 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Bremer A K et al. 2006. Moment arms of forearm rotators. Clinical Biomechanics.
46,3,8,ra_wr_s_p,5,Wrist Pro/Sup,30,-4.78,0,0 0 0 0 NaN 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Bremer A K et al. 2006. Moment arms of forearm rotators. Clinical Biomechanics.
47,3,8,ra_wr_s_p,5,Wrist Pro/Sup,40,-5.06,0,0 0 0 0 NaN 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Bremer A K et al. 2006. Moment arms of forearm rotators. Clinical Biomechanics.
48,3,8,ra_wr_s_p,5,Wrist Pro/Sup,50,-5.09,0,0 0 0 0 NaN 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Bremer A K et al. 2006. Moment arms of forearm rotators. Clinical Biomechanics.
49,3,8,ra_wr_s_p,5,Wrist Pro/Sup,60,-5.03,0,0 0 0 0 NaN 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Bremer A K et al. 2006. Moment arms of forearm rotators. Clinical Biomechanics.
50,3,8,ra_wr_s_p,5,Wrist Pro/Sup,70,-4.7,0,0 0 0 0 NaN 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Bremer A K et al. 2006. Moment arms of forearm rotators. Clinical Biomechanics.
51,3,8,ra_wr_s_p,5,Wrist Pro/Sup,80,-4.35,0,0 0 0 0 NaN 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Bremer A K et al. 2006. Moment arms of forearm rotators. Clinical Biomechanics.
52,1,29,ra_el_e_f,4,Elbow F/E,70,49.7,10.7949,0 0 0 NaN 0 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,G.J.C. Ettema; The moment arms of 23 muscle segments of the upper limb. Human Movement Science
53,1,29,ra_el_e_f,4,Elbow F/E,90,46.2,6.80686,0 0 0 NaN 0 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,G.J.C. Ettema; The moment arms of 23 muscle segments of the upper limb. Human Movement Science
54,1,29,ra_el_e_f,4,Elbow F/E,120,43.1,15.8696,0 0 0 NaN 0 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,G.J.C. Ettema; The moment arms of 23 muscle segments of the upper limb. Human Movement Science
55,1,26,ra_sh_ab_ad,2,Sh Ab/Ad,0,-0.0309381,0,0 NaN 0 0 0 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Quental et al. 2013. Journal of Biomechanical Engineering
56,1,26,ra_sh_ab_ad,2,Sh Ab/Ad,10,-0.0286999,0,0 NaN 0 0 0 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Quental et al. 2013. Journal of Biomechanical Engineering
57,1,26,ra_sh_ab_ad,2,Sh Ab/Ad,20,-0.0249937,0.000314484,0 NaN 0 0 0 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Quental et al. 2013. Journal of Biomechanical Engineering
58,1,26,ra_sh_ab_ad,2,Sh Ab/Ad,30,-0.0212133,0,0 NaN 0 0 0 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Quental et al. 2013. Journal of Biomechanical Engineering
59,1,26,ra_sh_ab_ad,2,Sh Ab/Ad,40,-0.0169882,0.000314484,0 NaN 0 0 0 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Quental et al. 2013. Journal of Biomechanical Engineering
60,1,26,ra_sh_ab_ad,2,Sh Ab/Ad,50,-0.0121701,0,0 NaN 0 0 0 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Quental et al. 2013. Journal of Biomechanical Engineering
61,1,26,ra_sh_ab_ad,2,Sh Ab/Ad,60,-0.00720375,0.000314484,0 NaN 0 0 0 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Quental et al. 2013. Journal of Biomechanical Engineering
62,1,26,ra_sh_ab_ad,2,Sh Ab/Ad,70,-0.00208915,0.000444748,0 NaN 0 0 0 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Quental et al. 2013. Journal of Biomechanical Engineering
63,1,26,ra_sh_ab_ad,2,Sh Ab/Ad,80,0.00319841,0.000520635,0 NaN 0 0 0 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Quental et al. 2013. Journal of Biomechanical Engineering
64,1,26,ra_sh_ab_ad,2,Sh Ab/Ad,90,0.00824779,0,0 NaN 0 0 0 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Quental et al. 2013. Journal of Biomechanical Engineering
65,1,27,ra_sh_e_f,1,Sh F/E,0,0.0181706,0,NaN 0 0 0 0 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Quental et al. 2013. Journal of Biomechanical Engineering
66,1,27,ra_sh_e_f,1,Sh F/E,10,0.0185401,0.000307487,NaN 0 0 0 0 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Quental et al. 2013. Journal of Biomechanical Engineering
67,1,27,ra_sh_e_f,1,Sh F/E,20,0.0186897,0,NaN 0 0 0 0 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Quental et al. 2013. Journal of Biomechanical Engineering
68,1,27,ra_sh_e_f,1,Sh F/E,30,0.0186644,0.000571048,NaN 0 0 0 0 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Quental et al. 2013. Journal of Biomechanical Engineering
69,1,27,ra_sh_e_f,1,Sh F/E,40,0.0172666,0,NaN 0 0 0 0 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Quental et al. 2013. Journal of Biomechanical Engineering
70,1,27,ra_sh_e_f,1,Sh F/E,50,0.015434,0.000307487,NaN 0 0 0 0 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Quental et al. 2013. Journal of Biomechanical Engineering
71,1,27,ra_sh_e_f,1,Sh F/E,60,0.0131666,0,NaN 0 0 0 0 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Quental et al. 2013. Journal of Biomechanical Engineering
72,1,27,ra_sh_e_f,1,Sh F/E,70,0.0104935,0,NaN 0 0 0 0 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Quental et al. 2013. Journal of Biomechanical Engineering
73,1,27,ra_sh_e_f,1,Sh F/E,80,0.00755494,0.00040419,NaN 0 0 0 0 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Quental et al. 2013. Journal of Biomechanical Engineering
74,1,27,ra_sh_e_f,1,Sh F/E,90,0.00428319,0.000530769,NaN 0 0 0 0 0 0 25 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Quental et al. 2013. Journal of Biomechanical Engineering
